ID Caso,ID Caso Relacionado,Año,Mes,Día,Código DANE de Municipio,Municipio,Departamento,Región,Modalidad,Presunto Responsable,Descripción Presunto Responsable,Abandono o Despojo Forzado de Tierras,Amenaza o Intimidación,Ataque Contra Misión Médica,Confinamiento o Restricción a la Movilidad,Desplazamiento Forzado,Extorsión,Lesionados Civiles,Pillaje,Tortura,Violencia Basada en Género,Otro Hecho Simultáneo,Total de Víctimas del Caso,Forma de Vinculación,Tipo de Vinculación,latitud-longitud
317208,,0,0,0,0,SIN INFORMACION,SIN INFORMACION,SIN INFORMACION,DESCONOCIDA,GUERRILLA,ELN,0,0,0,0,0,0,0,0,0,,,1,SIN INFORMACIÓN,SIN INFORMACIÓN,POINT (-72 4)
317209,,0,0,0,0,SIN INFORMACION,SIN INFORMACION,SIN INFORMACION,DESCONOCIDA,GRUPO ARMADO NO IDENTIFICADO,NO APLICA,0,0,0,0,0,0,0,0,0,,,1,SIN INFORMACIÓN,SIN INFORMACIÓN,POINT (-72 4)
317210,,0,0,0,0,SIN INFORMACION,SIN INFORMACION,SIN INFORMACION,DESCONOCIDA,GRUPO ARMADO NO IDENTIFICADO,NO APLICA,0,0,0,0,0,0,0,0,0,,,1,SIN INFORMACIÓN,SIN INFORMACIÓN,POINT (-72 4)
317211,,0,0,0,0,SIN INFORMACION,SIN INFORMACION,SIN INFORMACION,DESCONOCIDA,GRUPO ARMADO NO IDENTIFICADO,NO APLICA,0,0,0,0,0,0,0,0,0,,,1,SIN INFORMACIÓN,SIN INFORMACIÓN,POINT (-72 4)
317212,,0,0,0,0,SIN INFORMACION,SIN INFORMACION,SIN INFORMACION,DESCONOCIDA,GRUPO ARMADO NO IDENTIFICADO,NO APLICA,0,0,0,0,0,0,0,0,0,,,1,SIN INFORMACIÓN,SIN INFORMACIÓN,POINT (-72 4)
317213,,0,0,0,0,SIN INFORMACION,SIN INFORMACION,SIN INFORMACION,DESCONOCIDA,GRUPO ARMADO NO IDENTIFICADO,NO APLICA,0,0,0,0,0,0,0,0,0,,,1,SIN INFORMACIÓN,SIN INFORMACIÓN,POINT (-72 4)
317214,,0,0,0,0,SIN INFORMACION,SIN INFORMACION,SIN INFORMACION,DESCONOCIDA,GRUPO ARMADO NO IDENTIFICADO,NO APLICA,0,0,0,0,0,0,0,0,0,,,1,SIN INFORMACIÓN,SIN INFORMACIÓN,POINT (-72 4)
317215,,0,0,0,0,SIN INFORMACION,SIN INFORMACION,SIN INFORMACION,DESCONOCIDA,GRUPO ARMADO NO IDENTIFICADO,NO APLICA,0,0,0,0,0,0,0,0,0,,,1,SIN INFORMACIÓN,SIN INFORMACIÓN,POINT (-72 4)
317216,,0,0,0,0,SIN INFORMACION,SIN INFORMACION,SIN INFORMACION,DESCONOCIDA,GRUPO ARMADO NO IDENTIFICADO,NO APLICA,0,0,0,0,0,0,0,0,0,,,1,SIN INFORMACIÓN,SIN INFORMACIÓN,POINT (-72 4)
317217,,0,0,0,0,SIN INFORMACION,SIN INFORMACION,SIN INFORMACION,DESCONOCIDA,GRUPO ARMADO NO IDENTIFICADO,NO APLICA,0,0,0,0,0,0,0,0,0,,,1,SIN INFORMACIÓN,SIN INFORMACIÓN,POINT (-72 4)
317218,,0,0,0,0,SIN INFORMACION,SIN INFORMACION,SIN INFORMACION,DESCONOCIDA,GRUPO ARMADO NO IDENTIFICADO,NO APLICA,0,0,0,0,0,0,0,0,0,,,1,SIN INFORMACIÓN,SIN INFORMACIÓN,POINT (-72 4)
317219,,0,0,0,0,SIN INFORMACION,SIN INFORMACION,SIN INFORMACION,DESCONOCIDA,GRUPO ARMADO NO IDENTIFICADO,NO APLICA,0,0,0,0,0,0,0,0,0,,,1,SIN INFORMACIÓN,SIN INFORMACIÓN,POINT (-72 4)
317220,,0,0,0,0,SIN INFORMACION,SIN INFORMACION,SIN INFORMACION,DESCONOCIDA,GRUPO ARMADO NO IDENTIFICADO,NO APLICA,0,0,0,0,0,0,0,0,0,,,1,SIN INFORMACIÓN,SIN INFORMACIÓN,POINT (-72 4)
317221,,0,0,0,0,SIN INFORMACION,SIN INFORMACION,SIN INFORMACION,DESCONOCIDA,GRUPO ARMADO NO IDENTIFICADO,NO APLICA,0,0,0,0,0,0,0,0,0,,,1,SIN INFORMACIÓN,SIN INFORMACIÓN,POINT (-72 4)
317222,,0,0,0,0,SIN INFORMACION,SIN INFORMACION,SIN INFORMACION,DESCONOCIDA,GRUPO ARMADO NO IDENTIFICADO,NO APLICA,0,0,0,0,0,0,0,0,0,,,1,SIN INFORMACIÓN,SIN INFORMACIÓN,POINT (-72 4)
317223,,0,0,0,0,SIN INFORMACION,SIN INFORMACION,SIN INFORMACION,DESCONOCIDA,GRUPO ARMADO NO IDENTIFICADO,NO APLICA,0,0,0,0,0,0,0,0,0,,,1,SIN INFORMACIÓN,SIN INFORMACIÓN,POINT (-72 4)
317224,,0,0,0,0,SIN INFORMACION,SIN INFORMACION,SIN INFORMACION,DESCONOCIDA,GRUPO ARMADO NO IDENTIFICADO,NO APLICA,0,0,0,0,0,0,0,0,0,,,1,SIN INFORMACIÓN,SIN INFORMACIÓN,POINT (-72 4)
317225,,0,0,0,0,SIN INFORMACION,SIN INFORMACION,SIN INFORMACION,DESCONOCIDA,GRUPO ARMADO NO IDENTIFICADO,NO APLICA,0,0,0,0,0,0,0,0,0,,,1,SIN INFORMACIÓN,SIN INFORMACIÓN,POINT (-72 4)
317226,,0,0,0,0,SIN INFORMACION,SIN INFORMACION,SIN INFORMACION,DESCONOCIDA,GRUPO ARMADO NO IDENTIFICADO,NO APLICA,0,0,0,0,0,0,0,0,0,,,1,SIN INFORMACIÓN,SIN INFORMACIÓN,POINT (-72 4)
317227,,0,0,0,0,SIN INFORMACION,SIN INFORMACION,SIN INFORMACION,DESCONOCIDA,GRUPO ARMADO NO IDENTIFICADO,NO APLICA,0,0,0,0,0,0,0,0,0,,,1,SIN INFORMACIÓN,SIN INFORMACIÓN,POINT (-72 4)
317228,,0,0,0,0,SIN INFORMACION,SIN INFORMACION,SIN INFORMACION,DESCONOCIDA,GRUPO ARMADO NO IDENTIFICADO,NO APLICA,0,0,0,0,0,0,0,0,0,,,1,SIN INFORMACIÓN,SIN INFORMACIÓN,POINT (-72 4)
317229,,0,0,0,0,SIN INFORMACION,SIN INFORMACION,SIN INFORMACION,DESCONOCIDA,GRUPO ARMADO NO IDENTIFICADO,NO APLICA,0,0,0,0,0,0,0,0,0,,,1,SIN INFORMACIÓN,SIN INFORMACIÓN,POINT (-72 4)
317230,,0,0,0,0,SIN INFORMACION,SIN INFORMACION,SIN INFORMACION,DESCONOCIDA,GRUPO ARMADO NO IDENTIFICADO,NO APLICA,0,0,0,0,0,0,0,0,0,,,1,SIN INFORMACIÓN,SIN INFORMACIÓN,POINT (-72 4)
317231,,0,0,0,0,SIN INFORMACION,SIN INFORMACION,SIN INFORMACION,DESCONOCIDA,GRUPO ARMADO NO IDENTIFICADO,NO APLICA,0,0,0,0,0,0,0,0,0,,,1,SIN INFORMACIÓN,SIN INFORMACIÓN,POINT (-72 4)
317232,,0,0,0,0,SIN INFORMACION,SIN INFORMACION,SIN INFORMACION,DESCONOCIDA,GRUPO ARMADO NO IDENTIFICADO,NO APLICA,0,0,0,0,0,0,0,0,0,,,1,SIN INFORMACIÓN,SIN INFORMACIÓN,POINT (-72 4)
317233,,0,0,0,0,SIN INFORMACION,SIN INFORMACION,SIN INFORMACION,DESCONOCIDA,GRUPO ARMADO NO IDENTIFICADO,NO APLICA,0,0,0,0,0,0,0,0,0,,,1,SIN INFORMACIÓN,SIN INFORMACIÓN,POINT (-72 4)
317234,,0,0,0,0,SIN INFORMACION,SIN INFORMACION,SIN INFORMACION,DESCONOCIDA,GRUPO ARMADO NO IDENTIFICADO,NO APLICA,0,0,0,0,0,0,0,0,0,,,1,SIN INFORMACIÓN,SIN INFORMACIÓN,POINT (-72 4)
317235,,0,0,0,0,SIN INFORMACION,SIN INFORMACION,SIN INFORMACION,DESCONOCIDA,GRUPO ARMADO NO IDENTIFICADO,NO APLICA,0,0,0,0,0,0,0,0,0,,,1,SIN INFORMACIÓN,SIN INFORMACIÓN,POINT (-72 4)
317236,,0,0,0,0,SIN INFORMACION,SIN INFORMACION,SIN INFORMACION,DESCONOCIDA,GRUPO ARMADO NO IDENTIFICADO,NO APLICA,0,0,0,0,0,0,0,0,0,,,1,SIN INFORMACIÓN,SIN INFORMACIÓN,POINT (-72 4)
317237,,0,0,0,0,SIN INFORMACION,SIN INFORMACION,SIN INFORMACION,DESCONOCIDA,GRUPO ARMADO NO IDENTIFICADO,NO APLICA,0,0,0,0,0,0,0,0,0,,,1,SIN INFORMACIÓN,SIN INFORMACIÓN,POINT (-72 4)
317238,,0,0,0,0,SIN INFORMACION,SIN INFORMACION,SIN INFORMACION,DESCONOCIDA,GRUPO ARMADO NO IDENTIFICADO,NO APLICA,0,0,0,0,0,0,0,0,0,,,1,SIN INFORMACIÓN,SIN INFORMACIÓN,POINT (-72 4)
317239,,0,0,0,0,SIN INFORMACION,SIN INFORMACION,SIN INFORMACION,DESCONOCIDA,GRUPO ARMADO NO IDENTIFICADO,NO APLICA,0,0,0,0,0,0,0,0,0,,,1,SIN INFORMACIÓN,SIN INFORMACIÓN,POINT (-72 4)
317240,,0,0,0,0,SIN INFORMACION,SIN INFORMACION,SIN INFORMACION,DESCONOCIDA,GRUPO ARMADO NO IDENTIFICADO,NO APLICA,0,0,0,0,0,0,0,0,0,,,1,SIN INFORMACIÓN,SIN INFORMACIÓN,POINT (-72 4)
317241,,0,0,0,0,SIN INFORMACION,SIN INFORMACION,SIN INFORMACION,DESCONOCIDA,GRUPO ARMADO NO IDENTIFICADO,NO APLICA,0,0,0,0,0,0,0,0,0,,,1,SIN INFORMACIÓN,SIN INFORMACIÓN,POINT (-72 4)
317242,,0,0,0,0,SIN INFORMACION,SIN INFORMACION,SIN INFORMACION,DESCONOCIDA,GRUPO ARMADO NO IDENTIFICADO,NO APLICA,0,0,0,0,0,0,0,0,0,,,1,SIN INFORMACIÓN,SIN INFORMACIÓN,POINT (-72 4)
317243,,0,0,0,0,SIN INFORMACION,SIN INFORMACION,SIN INFORMACION,DESCONOCIDA,GRUPO ARMADO NO IDENTIFICADO,NO APLICA,0,0,0,0,0,0,0,0,0,,,1,SIN INFORMACIÓN,SIN INFORMACIÓN,POINT (-72 4)
317244,,0,0,0,0,SIN INFORMACION,SIN INFORMACION,SIN INFORMACION,DESCONOCIDA,GRUPO ARMADO NO IDENTIFICADO,NO APLICA,0,0,0,0,0,0,0,0,0,,,1,SIN INFORMACIÓN,SIN INFORMACIÓN,POINT (-72 4)
317245,,0,0,0,0,SIN INFORMACION,SIN INFORMACION,SIN INFORMACION,DESCONOCIDA,GRUPO ARMADO NO IDENTIFICADO,NO APLICA,0,0,0,0,0,0,0,0,0,,,1,SIN INFORMACIÓN,SIN INFORMACIÓN,POINT (-72 4)
317246,,0,0,0,0,SIN INFORMACION,SIN INFORMACION,SIN INFORMACION,DESCONOCIDA,GRUPO ARMADO NO IDENTIFICADO,NO APLICA,0,0,0,0,0,0,0,0,0,,,1,SIN INFORMACIÓN,SIN INFORMACIÓN,POINT (-72 4)
317247,,0,0,0,0,SIN INFORMACION,SIN INFORMACION,SIN INFORMACION,DESCONOCIDA,GRUPO ARMADO NO IDENTIFICADO,NO APLICA,0,0,0,0,0,0,0,0,0,,,1,SIN INFORMACIÓN,SIN INFORMACIÓN,POINT (-72 4)
317248,,0,0,0,0,SIN INFORMACION,SIN INFORMACION,SIN INFORMACION,DESCONOCIDA,GRUPO ARMADO NO IDENTIFICADO,NO APLICA,0,0,0,0,0,0,0,0,0,,,1,SIN INFORMACIÓN,SIN INFORMACIÓN,POINT (-72 4)
317249,,0,0,0,0,SIN INFORMACION,SIN INFORMACION,SIN INFORMACION,DESCONOCIDA,GRUPO ARMADO NO IDENTIFICADO,NO APLICA,0,0,0,0,0,0,0,0,0,,,1,SIN INFORMACIÓN,SIN INFORMACIÓN,POINT (-72 4)
317250,,0,0,0,0,SIN INFORMACION,SIN INFORMACION,SIN INFORMACION,DESCONOCIDA,GRUPO ARMADO NO IDENTIFICADO,NO APLICA,0,0,0,0,0,0,0,0,0,,,1,SIN INFORMACIÓN,SIN INFORMACIÓN,POINT (-72 4)
317251,,0,0,0,0,SIN INFORMACION,SIN INFORMACION,SIN INFORMACION,DESCONOCIDA,GRUPO ARMADO NO IDENTIFICADO,NO APLICA,0,0,0,0,0,0,0,0,0,,,1,SIN INFORMACIÓN,SIN INFORMACIÓN,POINT (-72 4)
317252,,0,0,0,0,SIN INFORMACION,SIN INFORMACION,SIN INFORMACION,DESCONOCIDA,GRUPO ARMADO NO IDENTIFICADO,NO APLICA,0,0,0,0,0,0,0,0,0,,,1,SIN INFORMACIÓN,SIN INFORMACIÓN,POINT (-72 4)
317253,,0,0,0,0,SIN INFORMACION,SIN INFORMACION,SIN INFORMACION,DESCONOCIDA,GRUPO ARMADO NO IDENTIFICADO,NO APLICA,0,0,0,0,0,0,0,0,0,,,1,SIN INFORMACIÓN,SIN INFORMACIÓN,POINT (-72 4)
317254,,0,0,0,0,SIN INFORMACION,SIN INFORMACION,SIN INFORMACION,DESCONOCIDA,GRUPO ARMADO NO IDENTIFICADO,NO APLICA,0,0,0,0,0,0,0,0,0,,,1,SIN INFORMACIÓN,SIN INFORMACIÓN,POINT (-72 4)
317255,,0,0,0,0,SIN INFORMACION,SIN INFORMACION,SIN INFORMACION,DESCONOCIDA,GRUPO ARMADO NO IDENTIFICADO,NO APLICA,0,0,0,0,0,0,0,0,0,,,1,SIN INFORMACIÓN,SIN INFORMACIÓN,POINT (-72 4)
317256,,0,0,0,0,SIN INFORMACION,SIN INFORMACION,SIN INFORMACION,DESCONOCIDA,GRUPO ARMADO NO IDENTIFICADO,NO APLICA,0,0,0,0,0,0,0,0,0,,,1,SIN INFORMACIÓN,SIN INFORMACIÓN,POINT (-72 4)
317257,,0,0,0,0,SIN INFORMACION,SIN INFORMACION,SIN INFORMACION,DESCONOCIDA,GRUPO ARMADO NO IDENTIFICADO,NO APLICA,0,0,0,0,0,0,0,0,0,,,1,SIN INFORMACIÓN,SIN INFORMACIÓN,POINT (-72 4)
317258,,0,0,0,0,SIN INFORMACION,SIN INFORMACION,SIN INFORMACION,DESCONOCIDA,GRUPO ARMADO NO IDENTIFICADO,NO APLICA,0,0,0,0,0,0,0,0,0,,,1,SIN INFORMACIÓN,SIN INFORMACIÓN,POINT (-72 4)
317259,,0,0,0,0,SIN INFORMACION,SIN INFORMACION,SIN INFORMACION,DESCONOCIDA,GRUPO ARMADO NO IDENTIFICADO,NO APLICA,0,0,0,0,0,0,0,0,0,,,1,SIN INFORMACIÓN,SIN INFORMACIÓN,POINT (-72 4)
317260,,0,0,0,0,SIN INFORMACION,SIN INFORMACION,SIN INFORMACION,DESCONOCIDA,GRUPO ARMADO NO IDENTIFICADO,NO APLICA,0,0,0,0,0,0,0,0,0,,,1,SIN INFORMACIÓN,SIN INFORMACIÓN,POINT (-72 4)
317261,,0,0,0,0,SIN INFORMACION,SIN INFORMACION,SIN INFORMACION,DESCONOCIDA,GRUPO ARMADO NO IDENTIFICADO,NO APLICA,0,0,0,0,0,0,0,0,0,,,1,SIN INFORMACIÓN,SIN INFORMACIÓN,POINT (-72 4)
317262,,0,0,0,0,SIN INFORMACION,SIN INFORMACION,SIN INFORMACION,DESCONOCIDA,GRUPO ARMADO NO IDENTIFICADO,NO APLICA,0,0,0,0,0,0,0,0,0,,,1,SIN INFORMACIÓN,SIN INFORMACIÓN,POINT (-72 4)
317263,,0,0,0,0,SIN INFORMACION,SIN INFORMACION,SIN INFORMACION,DESCONOCIDA,GRUPO ARMADO NO IDENTIFICADO,NO APLICA,0,0,0,0,0,0,0,0,0,,,1,SIN INFORMACIÓN,SIN INFORMACIÓN,POINT (-72 4)
317264,,0,0,0,0,SIN INFORMACION,SIN INFORMACION,SIN INFORMACION,DESCONOCIDA,GRUPO ARMADO NO IDENTIFICADO,NO APLICA,0,0,0,0,0,0,0,0,0,,,1,SIN INFORMACIÓN,SIN INFORMACIÓN,POINT (-72 4)
317265,,0,0,0,0,SIN INFORMACION,SIN INFORMACION,SIN INFORMACION,DESCONOCIDA,GRUPO ARMADO NO IDENTIFICADO,NO APLICA,0,0,0,0,0,0,0,0,0,,,1,SIN INFORMACIÓN,SIN INFORMACIÓN,POINT (-72 4)
317266,,0,0,0,0,SIN INFORMACION,SIN INFORMACION,SIN INFORMACION,DESCONOCIDA,GRUPO ARMADO NO IDENTIFICADO,NO APLICA,0,0,0,0,0,0,0,0,0,,,1,SIN INFORMACIÓN,SIN INFORMACIÓN,POINT (-72 4)
317267,,0,0,0,0,SIN INFORMACION,SIN INFORMACION,SIN INFORMACION,DESCONOCIDA,GRUPO ARMADO NO IDENTIFICADO,NO APLICA,0,0,0,0,0,0,0,0,0,,,1,SIN INFORMACIÓN,SIN INFORMACIÓN,POINT (-72 4)
317268,,0,0,0,0,SIN INFORMACION,SIN INFORMACION,SIN INFORMACION,DESCONOCIDA,GRUPO ARMADO NO IDENTIFICADO,NO APLICA,0,0,0,0,0,0,0,0,0,,,1,SIN INFORMACIÓN,SIN INFORMACIÓN,POINT (-72 4)
317269,,0,0,0,0,SIN INFORMACION,SIN INFORMACION,SIN INFORMACION,DESCONOCIDA,GRUPO ARMADO NO IDENTIFICADO,NO APLICA,0,0,0,0,0,0,0,0,0,,,1,SIN INFORMACIÓN,SIN INFORMACIÓN,POINT (-72 4)
317270,,0,0,0,0,SIN INFORMACION,SIN INFORMACION,SIN INFORMACION,DESCONOCIDA,GRUPO ARMADO NO IDENTIFICADO,NO APLICA,0,0,0,0,0,0,0,0,0,,,1,SIN INFORMACIÓN,SIN INFORMACIÓN,POINT (-72 4)
317271,,0,0,0,0,SIN INFORMACION,SIN INFORMACION,SIN INFORMACION,DESCONOCIDA,GRUPO ARMADO NO IDENTIFICADO,NO APLICA,0,0,0,0,0,0,0,0,0,,,1,SIN INFORMACIÓN,SIN INFORMACIÓN,POINT (-72 4)
317272,,0,0,0,0,SIN INFORMACION,SIN INFORMACION,SIN INFORMACION,DESCONOCIDA,GRUPO ARMADO NO IDENTIFICADO,NO APLICA,0,0,0,0,0,0,0,0,0,,,1,SIN INFORMACIÓN,SIN INFORMACIÓN,POINT (-72 4)
317273,,0,0,0,0,SIN INFORMACION,SIN INFORMACION,SIN INFORMACION,DESCONOCIDA,GRUPO ARMADO NO IDENTIFICADO,NO APLICA,0,0,0,0,0,0,0,0,0,,,1,SIN INFORMACIÓN,SIN INFORMACIÓN,POINT (-72 4)
317274,,0,0,0,0,SIN INFORMACION,SIN INFORMACION,SIN INFORMACION,DESCONOCIDA,GRUPO ARMADO NO IDENTIFICADO,NO APLICA,0,0,0,0,0,0,0,0,0,,,1,SIN INFORMACIÓN,SIN INFORMACIÓN,POINT (-72 4)
317275,,0,0,0,0,SIN INFORMACION,SIN INFORMACION,SIN INFORMACION,DESCONOCIDA,GRUPO ARMADO NO IDENTIFICADO,NO APLICA,0,0,0,0,0,0,0,0,0,,,1,SIN INFORMACIÓN,SIN INFORMACIÓN,POINT (-72 4)
317276,,0,0,0,0,SIN INFORMACION,SIN INFORMACION,SIN INFORMACION,DESCONOCIDA,GRUPO ARMADO NO IDENTIFICADO,NO APLICA,0,0,0,0,0,0,0,0,0,,,1,SIN INFORMACIÓN,SIN INFORMACIÓN,POINT (-72 4)
317277,,0,0,0,0,SIN INFORMACION,SIN INFORMACION,SIN INFORMACION,DESCONOCIDA,GRUPO ARMADO NO IDENTIFICADO,NO APLICA,0,0,0,0,0,0,0,0,0,,,1,SIN INFORMACIÓN,SIN INFORMACIÓN,POINT (-72 4)
317278,,0,0,0,0,SIN INFORMACION,SIN INFORMACION,SIN INFORMACION,DESCONOCIDA,GRUPO ARMADO NO IDENTIFICADO,NO APLICA,0,0,0,0,0,0,0,0,0,,,1,SIN INFORMACIÓN,SIN INFORMACIÓN,POINT (-72 4)
317279,,0,0,0,0,SIN INFORMACION,SIN INFORMACION,SIN INFORMACION,DESCONOCIDA,GRUPO ARMADO NO IDENTIFICADO,NO APLICA,0,0,0,0,0,0,0,0,0,,,1,SIN INFORMACIÓN,SIN INFORMACIÓN,POINT (-72 4)
317280,,0,0,0,0,SIN INFORMACION,SIN INFORMACION,SIN INFORMACION,DESCONOCIDA,GRUPO ARMADO NO IDENTIFICADO,NO APLICA,0,0,0,0,0,0,0,0,0,,,1,SIN INFORMACIÓN,SIN INFORMACIÓN,POINT (-72 4)
317281,,0,0,0,0,SIN INFORMACION,SIN INFORMACION,SIN INFORMACION,DESCONOCIDA,GRUPO ARMADO NO IDENTIFICADO,NO APLICA,0,0,0,0,0,0,0,0,0,,,1,SIN INFORMACIÓN,SIN INFORMACIÓN,POINT (-72 4)
317282,,0,0,0,0,SIN INFORMACION,SIN INFORMACION,SIN INFORMACION,DESCONOCIDA,GRUPO ARMADO NO IDENTIFICADO,NO APLICA,0,0,0,0,0,0,0,0,0,,,1,SIN INFORMACIÓN,SIN INFORMACIÓN,POINT (-72 4)
317283,,0,0,0,0,SIN INFORMACION,SIN INFORMACION,SIN INFORMACION,DESCONOCIDA,GRUPO ARMADO NO IDENTIFICADO,NO APLICA,0,0,0,0,0,0,0,0,0,,,1,SIN INFORMACIÓN,SIN INFORMACIÓN,POINT (-72 4)
317284,,0,0,0,0,SIN INFORMACION,SIN INFORMACION,SIN INFORMACION,DESCONOCIDA,GRUPO ARMADO NO IDENTIFICADO,NO APLICA,0,0,0,0,0,0,0,0,0,,,1,SIN INFORMACIÓN,SIN INFORMACIÓN,POINT (-72 4)
317285,,0,0,0,0,SIN INFORMACION,SIN INFORMACION,SIN INFORMACION,DESCONOCIDA,GRUPO ARMADO NO IDENTIFICADO,NO APLICA,0,0,0,0,0,0,0,0,0,,,1,SIN INFORMACIÓN,SIN INFORMACIÓN,POINT (-72 4)
317286,,0,0,0,0,SIN INFORMACION,SIN INFORMACION,SIN INFORMACION,DESCONOCIDA,GRUPO ARMADO NO IDENTIFICADO,NO APLICA,0,0,0,0,0,0,0,0,0,,,1,SIN INFORMACIÓN,SIN INFORMACIÓN,POINT (-72 4)
317287,,0,0,0,0,SIN INFORMACION,SIN INFORMACION,SIN INFORMACION,DESCONOCIDA,GRUPO ARMADO NO IDENTIFICADO,NO APLICA,0,0,0,0,0,0,0,0,0,,,1,SIN INFORMACIÓN,SIN INFORMACIÓN,POINT (-72 4)
317288,,0,0,0,0,SIN INFORMACION,SIN INFORMACION,SIN INFORMACION,DESCONOCIDA,GRUPO ARMADO NO IDENTIFICADO,NO APLICA,0,0,0,0,0,0,0,0,0,,,1,SIN INFORMACIÓN,SIN INFORMACIÓN,POINT (-72 4)
317289,,0,0,0,0,SIN INFORMACION,SIN INFORMACION,SIN INFORMACION,DESCONOCIDA,GRUPO ARMADO NO IDENTIFICADO,NO APLICA,0,0,0,0,0,0,0,0,0,,,1,SIN INFORMACIÓN,SIN INFORMACIÓN,POINT (-72 4)
317290,,0,0,0,0,SIN INFORMACION,SIN INFORMACION,SIN INFORMACION,DESCONOCIDA,GRUPO ARMADO NO IDENTIFICADO,NO APLICA,0,0,0,0,0,0,0,0,0,,,1,SIN INFORMACIÓN,SIN INFORMACIÓN,POINT (-72 4)
317291,,0,0,0,0,SIN INFORMACION,SIN INFORMACION,SIN INFORMACION,DESCONOCIDA,GRUPO ARMADO NO IDENTIFICADO,NO APLICA,0,0,0,0,0,0,0,0,0,,,1,SIN INFORMACIÓN,SIN INFORMACIÓN,POINT (-72 4)
317292,,0,0,0,0,SIN INFORMACION,SIN INFORMACION,SIN INFORMACION,DESCONOCIDA,GRUPO ARMADO NO IDENTIFICADO,NO APLICA,0,0,0,0,0,0,0,0,0,,,1,SIN INFORMACIÓN,SIN INFORMACIÓN,POINT (-72 4)
317293,,0,0,0,0,SIN INFORMACION,SIN INFORMACION,SIN INFORMACION,DESCONOCIDA,GRUPO ARMADO NO IDENTIFICADO,NO APLICA,0,0,0,0,0,0,0,0,0,,,1,SIN INFORMACIÓN,SIN INFORMACIÓN,POINT (-72 4)
317294,,0,0,0,0,SIN INFORMACION,SIN INFORMACION,SIN INFORMACION,DESCONOCIDA,GRUPO ARMADO NO IDENTIFICADO,NO APLICA,0,0,0,0,0,0,0,0,0,,,1,SIN INFORMACIÓN,SIN INFORMACIÓN,POINT (-72 4)
317295,,0,0,0,0,SIN INFORMACION,SIN INFORMACION,SIN INFORMACION,DESCONOCIDA,GRUPO ARMADO NO IDENTIFICADO,NO APLICA,0,0,0,0,0,0,0,0,0,,,1,SIN INFORMACIÓN,SIN INFORMACIÓN,POINT (-72 4)
317296,,0,0,0,0,SIN INFORMACION,SIN INFORMACION,SIN INFORMACION,DESCONOCIDA,GRUPO ARMADO NO IDENTIFICADO,NO APLICA,0,0,0,0,0,0,0,0,0,,,1,SIN INFORMACIÓN,SIN INFORMACIÓN,POINT (-72 4)
317297,,0,0,0,0,SIN INFORMACION,SIN INFORMACION,SIN INFORMACION,DESCONOCIDA,GRUPO ARMADO NO IDENTIFICADO,NO APLICA,0,0,0,0,0,0,0,0,0,,,1,SIN INFORMACIÓN,SIN INFORMACIÓN,POINT (-72 4)
317298,,0,0,0,0,SIN INFORMACION,SIN INFORMACION,SIN INFORMACION,DESCONOCIDA,GRUPO ARMADO NO IDENTIFICADO,NO APLICA,0,0,0,0,0,0,0,0,0,,,1,SIN INFORMACIÓN,SIN INFORMACIÓN,POINT (-72 4)
317299,,0,0,0,0,SIN INFORMACION,SIN INFORMACION,SIN INFORMACION,DESCONOCIDA,GRUPO ARMADO NO IDENTIFICADO,NO APLICA,0,0,0,0,0,0,0,0,0,,,1,SIN INFORMACIÓN,SIN INFORMACIÓN,POINT (-72 4)
317300,,0,0,0,0,SIN INFORMACION,SIN INFORMACION,SIN INFORMACION,DESCONOCIDA,GRUPO ARMADO NO IDENTIFICADO,NO APLICA,0,0,0,0,0,0,0,0,0,,,1,SIN INFORMACIÓN,SIN INFORMACIÓN,POINT (-72 4)
317301,,0,0,0,0,SIN INFORMACION,SIN INFORMACION,SIN INFORMACION,DESCONOCIDA,GRUPO ARMADO NO IDENTIFICADO,NO APLICA,0,0,0,0,0,0,0,0,0,,,1,SIN INFORMACIÓN,SIN INFORMACIÓN,POINT (-72 4)
317302,,0,0,0,0,SIN INFORMACION,SIN INFORMACION,SIN INFORMACION,DESCONOCIDA,GRUPO ARMADO NO IDENTIFICADO,NO APLICA,0,0,0,0,0,0,0,0,0,,,1,SIN INFORMACIÓN,SIN INFORMACIÓN,POINT (-72 4)
317303,,0,0,0,0,SIN INFORMACION,SIN INFORMACION,SIN INFORMACION,DESCONOCIDA,GRUPO ARMADO NO IDENTIFICADO,NO APLICA,0,0,0,0,0,0,0,0,0,,,1,SIN INFORMACIÓN,SIN INFORMACIÓN,POINT (-72 4)
317304,,0,0,0,0,SIN INFORMACION,SIN INFORMACION,SIN INFORMACION,DESCONOCIDA,GRUPO ARMADO NO IDENTIFICADO,NO APLICA,0,0,0,0,0,0,0,0,0,,,1,SIN INFORMACIÓN,SIN INFORMACIÓN,POINT (-72 4)
317305,,0,0,0,0,SIN INFORMACION,SIN INFORMACION,SIN INFORMACION,DESCONOCIDA,GRUPO ARMADO NO IDENTIFICADO,NO APLICA,0,0,0,0,0,0,0,0,0,,,1,SIN INFORMACIÓN,SIN INFORMACIÓN,POINT (-72 4)
317306,,0,0,0,0,SIN INFORMACION,SIN INFORMACION,SIN INFORMACION,DESCONOCIDA,GRUPO ARMADO NO IDENTIFICADO,NO APLICA,0,0,0,0,0,0,0,0,0,,,1,SIN INFORMACIÓN,SIN INFORMACIÓN,POINT (-72 4)
